order_id,customer_id,order_placed_timestamp,order_promised_minutes,order_delivery_time_minutes,dark_store_id,delivery_partner_id,total_amount,payment_type,order_status
369,251,2024-11-15 17:28:00,10,8,42,160,169.27,cod,cancelled
370,334,2024-03-26 05:32:00,10,3,46,177,2796.89,prepaid,delivered
371,142,2024-03-04 11:18:00,10,3,25,138,748.06,cod,delivered
372,406,2024-08-16 20:40:00,10,3,16,96,1976.24,cod,delivered
373,493,2024-03-15 21:08:00,10,19,7,93,953.32,prepaid,delivered
374,68,2024-07-16 05:48:00,10,13,42,193,1307.32,cod,delivered
375,311,2024-01-10 19:35:00,10,3,25,33,1581.77,prepaid,delivered
376,222,2024-11-10 06:14:00,10,5,11,166,541.8,prepaid,delivered
377,401,2024-09-29 13:24:00,10,17,25,97,1932.13,cod,delivered
378,477,2024-02-22 19:25:00,10,5,11,148,1039.87,prepaid,returned
379,294,2024-01-14 14:22:00,10,15,31,11,1845.05,cod,delivered
380,162,2024-08-01 03:02:00,20,22,6,63,903.88,prepaid,delivered
381,211,2024-06-19 06:09:00,15,15,31,153,1495.88,cod,delivered
382,65,2024-01-03 11:22:00,10,12,19,48,951.94,prepaid,delivered
383,343,2024-06-15 23:05:00,15,19,45,15,128.5,prepaid,delivered
384,349,2024-05-06 21:22:00,20,19,25,109,622.12,cod,delivered
385,292,2024-07-24 08:07:00,10,17,48,102,1391.37,cod,returned
386,291,2024-01-24 05:33:00,15,13,40,145,1208.54,cod,delivered
387,249,2024-07-16 18:00:00,10,6,32,141,1150.34,cod,delivered
388,96,2024-03-18 15:02:00,20,28,25,35,3052.71,prepaid,delivered
389,56,2024-01-16 02:45:00,15,18,4,139,566.74,prepaid,delivered
390,484,2024-06-23 18:11:00,20,12,25,171,996.65,prepaid,delivered
391,413,2024-03-22 13:45:00,10,3,9,26,1319.86,prepaid,delivered
392,208,2024-10-04 17:37:00,15,25,10,162,1034.99,cod,delivered
393,33,2024-06-20 19:31:00,15,20,9,114,2076.39,prepaid,delivered
394,148,2024-09-07 00:51:00,20,15,1,118,1514.99,cod,returned
395,423,2024-08-10 04:58:00,10,22,16,166,927.98,prepaid,delivered
396,24,2024-08-22 05:41:00,10,3,39,134,150.75,prepaid,delivered
397,112,2024-09-05 10:15:00,10,9,39,139,4458.54,cod,delivered
398,259,2024-02-25 09:00:00,10,15,30,198,1384.33,cod,delivered
399,471,2024-09-13 21:57:00,10,13,15,38,1632.42,prepaid,delivered
400,372,2024-08-05 09:55:00,15,29,9,131,1612.91,cod,delivered
401,134,2024-10-24 04:56:00,15,23,28,173,4145.49,prepaid,delivered
402,244,2024-02-25 00:24:00,10,3,18,49,1060.87,cod,delivered
403,258,2024-04-01 17:00:00,10,3,39,136,384.07,prepaid,delivered
404,153,2024-11-02 03:24:00,10,17,24,116,1614.62,prepaid,delivered
405,177,2024-03-20 09:38:00,10,15,41,151,903.88,prepaid,delivered
406,67,2024-03-11 03:01:00,20,25,30,36,1004.6,cod,delivered
407,40,2024-02-13 01:38:00,10,6,14,59,1760.23,prepaid,delivered
408,315,2024-07-19 10:14:00,10,3,7,167,566.36,prepaid,delivered
409,374,2024-08-13 21:15:00,10,11,6,51,32.87,prepaid,delivered
410,168,2024-12-15 05:08:00,15,25,46,192,1019.25,prepaid,delivered
411,35,2024-09-12 20:49:00,10,16,21,89,1810.06,prepaid,delivered
412,131,2024-06-28 01:32:00,10,12,6,198,2548.66,prepaid,returned
413,276,2024-03-10 01:59:00,15,14,31,154,602.76,prepaid,delivered
414,57,2024-02-03 04:24:00,10,15,37,87,939.28,prepaid,delivered
415,465,2024-06-20 06:41:00,15,14,25,8,2108.72,cod,cancelled
416,76,2024-07-08 01:02:00,10,12,40,66,1899.98,prepaid,delivered
417,472,2024-08-19 08:45:00,10,11,5,92,1094.38,prepaid,delivered
418,354,2024-08-02 23:58:00,10,12,3,113,2350.37,cod,delivered
419,1,2024-06-02 22:21:00,15,26,31,139,748.66,cod,delivered
420,80,2024-11-27 01:29:00,15,17,35,68,1451.64,prepaid,delivered
421,457,2024-12-23 02:17:00,10,7,30,33,2730.75,cod,delivered
422,453,2024-12-22 14:09:00,10,8,30,170,970.54,cod,delivered
423,171,2024-04-24 00:33:00,10,8,25,182,243.63,cod,delivered
424,188,2024-03-04 17:38:00,15,17,35,140,1740.23,cod,delivered
425,279,2024-10-25 02:39:00,15,20,18,155,2292.14,prepaid,delivered
426,208,2024-09-15 07:27:00,10,8,10,177,2248.34,prepaid,cancelled
427,248,2024-03-11 04:28:00,15,26,25,27,1094.06,prepaid,delivered
428,46,2024-03-10 21:23:00,10,18,18,188,2775.69,cod,delivered
429,367,2024-08-24 10:20:00,20,27,32,189,43.23,cod,delivered
430,79,2024-10-18 09:06:00,10,7,1,41,810.01,cod,delivered
431,331,2024-09-09 20:25:00,10,10,16,144,3721.5,cod,delivered
432,429,2024-10-16 10:04:00,10,10,5,149,1443.07,prepaid,delivered
433,291,2024-07-04 15:33:00,10,8,28,41,672.2,prepaid,delivered
434,375,2024-01-18 09:27:00,20,12,10,80,2685.7,prepaid,delivered
435,46,2024-12-22 10:19:00,10,12,18,80,1334.48,cod,delivered
436,438,2024-08-01 01:45:00,10,19,27,4,2698.23,cod,delivered
437,105,2024-03-22 06:34:00,20,31,14,4,2890.33,cod,delivered
438,59,2024-12-09 18:31:00,10,11,32,167,1130.02,prepaid,delivered
439,79,2024-06-21 19:50:00,10,6,49,96,1851.27,prepaid,delivered
440,418,2024-03-19 23:55:00,10,13,32,45,529.33,cod,delivered
441,243,2024-07-07 01:45:00,15,16,49,25,1343.31,cod,delivered
442,167,2024-07-09 04:15:00,10,3,13,3,312.78,cod,delivered
443,406,2024-12-10 16:06:00,10,25,16,147,925.17,prepaid,delivered
444,424,2024-05-17 12:11:00,10,3,25,13,1745.7,cod,delivered
445,158,2024-10-10 06:59:00,10,27,5,153,611.29,cod,delivered
446,365,2024-10-05 08:40:00,10,17,38,55,856.35,cod,delivered
447,137,2024-08-20 06:21:00,15,21,38,171,103.58,cod,delivered
448,114,2024-07-07 02:53:00,10,3,39,160,1744.74,cod,delivered
449,142,2024-06-10 18:23:00,10,21,20,43,575.01,cod,delivered
450,91,2024-07-20 06:01:00,10,10,46,133,802.94,prepaid,delivered
451,413,2024-11-21 12:02:00,20,25,6,171,1251.43,cod,delivered
452,257,2024-04-28 02:56:00,20,21,31,26,3776.8,prepaid,delivered
453,450,2024-12-25 16:10:00,10,6,9,17,836.16,cod,delivered
454,38,2024-10-06 06:32:00,10,10,20,90,2078.79,prepaid,delivered
455,288,2024-03-17 17:10:00,10,5,48,96,2190.39,prepaid,delivered
456,28,2024-01-08 17:52:00,15,17,18,92,1383.14,cod,delivered
457,386,2024-01-07 11:14:00,10,14,33,136,589.24,prepaid,delivered
458,68,2024-07-11 13:06:00,20,20,42,53,4812.75,prepaid,delivered
459,29,2024-05-03 15:46:00,10,14,3,31,845.7,cod,delivered
460,326,2024-03-04 11:28:00,15,18,45,25,2645.4,prepaid,delivered
461,11,2024-07-15 10:21:00,10,11,25,155,921.03,prepaid,delivered
462,111,2024-08-29 06:08:00,15,26,20,65,749.66,prepaid,delivered
463,85,2024-12-28 23:34:00,20,17,41,49,1670.95,prepaid,delivered
464,415,2024-05-07 06:07:00,15,18,3,157,1478.16,prepaid,delivered
465,150,2024-04-06 06:32:00,20,19,20,183,695.03,cod,delivered
466,427,2024-03-06 17:10:00,10,11,32,82,4531.44,prepaid,delivered
467,230,2024-07-06 06:26:00,15,11,32,169,1711.92,cod,delivered
468,395,2024-07-25 12:07:00,10,11,41,109,419.5,cod,delivered
469,107,2024-08-28 17:41:00,10,19,46,118,2169.26,prepaid,delivered
470,106,2024-09-07 20:50:00,15,11,42,158,607.71,cod,delivered
471,320,2024-12-13 19:30:00,10,9,14,123,707.85,prepaid,delivered
472,473,2024-10-17 04:11:00,10,10,20,19,569.13,cod,delivered
473,97,2024-06-27 03:55:00,20,32,23,163,1024.62,cod,delivered
474,400,2024-11-12 20:34:00,10,3,9,97,1245.23,cod,delivered
475,232,2024-07-19 04:41:00,10,5,22,161,1535.54,cod,delivered
476,262,2024-05-10 13:53:00,15,18,28,10,785.52,prepaid,delivered
477,305,2024-11-28 14:41:00,10,18,34,11,1613.35,cod,delivered
478,363,2024-08-26 08:02:00,15,19,41,196,793.86,prepaid,delivered
479,355,2024-06-17 11:22:00,10,13,39,81,951.36,prepaid,delivered
480,318,2024-11-05 14:54:00,15,12,46,43,710.81,prepaid,delivered
481,257,2024-06-05 01:22:00,10,18,50,200,763.97,prepaid,cancelled
482,395,2024-02-24 06:13:00,15,11,24,117,520.34,cod,delivered
483,330,2024-11-04 21:16:00,10,8,37,75,785.69,prepaid,delivered
484,197,2024-04-16 14:14:00,20,17,25,12,745.84,prepaid,delivered
485,265,2024-10-26 20:55:00,10,17,44,148,1678.08,prepaid,delivered
486,293,2024-03-16 02:34:00,15,13,35,132,1756.41,cod,delivered
487,134,2024-03-28 04:26:00,10,9,33,173,1421.91,cod,delivered
488,268,2024-05-14 17:45:00,15,8,23,77,203.94,cod,cancelled
489,41,2024-10-10 12:52:00,10,12,23,76,2385.11,cod,delivered
490,50,2024-07-04 17:03:00,10,8,23,143,1471.22,prepaid,delivered
491,33,2024-11-03 22:14:00,10,11,9,130,291.3,cod,delivered
492,289,2024-01-15 04:09:00,15,20,4,85,1907.96,cod,delivered
493,17,2024-08-29 03:05:00,15,8,26,166,3239.09,cod,delivered
494,192,2024-02-18 12:42:00,10,3,6,152,1812.22,prepaid,delivered
495,346,2024-03-21 13:31:00,15,6,23,199,2309.59,prepaid,delivered
496,210,2024-01-13 10:13:00,10,16,31,194,807.18,prepaid,delivered
497,266,2024-03-10 14:43:00,10,7,20,64,1384.7,cod,delivered
498,323,2024-01-07 07:57:00,10,7,18,91,1474.48,prepaid,delivered
499,333,2024-02-04 06:52:00,15,9,10,48,2652.79,prepaid,delivered
500,127,2024-01-30 22:37:00,10,10,45,44,941.15,cod,cancelled
501,418,2024-01-04 22:44:00,15,14,32,38,2239.81,cod,delivered
502,294,2024-01-28 12:55:00,10,3,45,69,2225.07,cod,delivered
503,158,2024-03-20 06:12:00,10,24,5,16,908.36,cod,delivered
504,397,2024-11-19 02:00:00,10,6,43,3,1762.52,cod,delivered
505,153,2024-10-23 21:57:00,10,7,41,158,927.11,cod,delivered
506,161,2024-06-20 09:48:00,20,25,46,70,3131.41,cod,delivered
507,326,2024-03-01 11:04:00,10,3,50,65,1029.0,cod,delivered
508,264,2024-10-28 13:16:00,15,10,6,148,1211.0,cod,delivered
509,434,2024-10-10 05:43:00,10,15,7,163,3624.09,cod,delivered
510,100,2024-04-22 22:33:00,10,8,42,181,1074.61,prepaid,delivered
511,460,2024-04-16 13:01:00,15,9,31,176,1937.57,prepaid,delivered
512,147,2024-02-16 19:45:00,10,12,18,38,1066.14,prepaid,delivered
513,305,2024-04-02 06:42:00,20,19,37,5,275.16,cod,delivered
514,24,2024-05-01 12:49:00,10,13,6,2,3290.81,cod,delivered
515,258,2024-11-03 11:45:00,10,9,39,57,1466.58,cod,delivered
516,152,2024-03-27 05:56:00,15,28,41,1,2117.65,prepaid,delivered
517,32,2024-03-17 16:38:00,20,21,8,100,1200.87,cod,delivered
518,165,2024-02-07 04:59:00,10,9,49,106,1523.7,prepaid,delivered
519,6,2024-10-23 21:39:00,15,7,45,133,1367.14,prepaid,delivered
520,28,2024-05-25 03:20:00,10,13,18,66,836.16,cod,delivered
521,360,2024-10-16 07:36:00,10,13,39,157,2905.35,cod,delivered
522,141,2024-11-03 16:18:00,20,25,6,24,2125.37,prepaid,delivered
523,87,2024-02-16 05:13:00,10,9,24,49,958.85,prepaid,delivered
524,47,2024-12-02 14:41:00,10,5,18,115,908.18,cod,delivered
525,358,2024-09-10 21:11:00,15,7,19,133,1759.25,cod,delivered
526,18,2024-12-06 21:04:00,15,15,31,76,896.84,prepaid,delivered
527,348,2024-05-28 17:14:00,10,6,9,147,597.23,cod,delivered
528,299,2024-11-20 23:31:00,10,16,9,181,1681.21,prepaid,returned
529,446,2024-12-01 07:32:00,15,13,17,5,4055.36,prepaid,delivered
530,135,2024-09-11 08:11:00,10,10,8,43,2801.4,prepaid,delivered
531,102,2024-01-29 07:22:00,15,7,41,151,1074.09,cod,delivered
532,57,2024-10-30 07:56:00,15,20,34,143,961.89,cod,delivered
533,151,2024-02-17 01:28:00,15,26,32,90,370.3,cod,delivered
534,397,2024-12-02 00:24:00,10,5,23,161,1242.15,prepaid,delivered
535,483,2024-02-24 09:44:00,10,8,1,35,1467.39,cod,delivered
536,379,2024-08-27 12:08:00,10,4,34,30,215.04,cod,delivered
537,484,2024-12-02 14:25:00,10,11,25,121,891.06,cod,delivered
538,480,2024-04-15 06:46:00,15,18,19,36,358.03,cod,delivered
539,134,2024-07-02 14:04:00,10,5,46,161,1691.97,prepaid,delivered
540,251,2024-03-31 10:58:00,10,11,42,177,30.39,cod,delivered
541,191,2024-02-21 12:15:00,15,17,48,135,2384.63,prepaid,delivered
542,2,2024-08-03 17:17:00,10,5,49,133,1659.27,prepaid,delivered
543,288,2024-12-02 12:20:00,15,20,48,174,2542.46,prepaid,delivered
544,234,2024-02-15 09:19:00,15,28,9,82,1726.84,cod,delivered
545,72,2024-05-09 17:46:00,15,9,44,164,3490.5,prepaid,delivered
546,141,2024-03-29 00:18:00,20,28,39,191,1534.14,cod,delivered
547,55,2024-05-21 01:54:00,15,13,41,64,1205.35,prepaid,delivered
548,374,2024-05-08 15:36:00,15,15,9,15,1957.25,cod,delivered
549,403,2024-08-31 00:03:00,20,21,24,84,685.72,prepaid,delivered
550,411,2024-03-06 06:47:00,15,19,25,147,1805.77,cod,delivered
551,440,2024-08-22 21:24:00,10,9,14,167,574.77,cod,delivered
552,185,2024-02-20 23:27:00,10,16,22,135,673.1,prepaid,delivered
553,175,2024-11-03 13:04:00,10,3,43,41,1764.7,cod,delivered
554,103,2024-03-22 18:50:00,15,13,19,86,1928.92,prepaid,delivered
555,68,2024-05-14 08:21:00,15,6,32,119,1907.1,prepaid,delivered
556,22,2024-01-10 18:30:00,10,15,32,36,1688.04,cod,delivered
557,94,2024-11-23 04:50:00,10,17,39,38,1489.74,prepaid,delivered
558,162,2024-03-27 23:27:00,15,21,39,160,1039.72,prepaid,cancelled
559,284,2024-09-18 13:08:00,15,20,39,176,765.69,prepaid,delivered
560,104,2024-06-07 23:02:00,10,26,30,161,2471.51,cod,delivered
561,124,2024-07-06 08:31:00,15,14,27,163,2419.98,prepaid,cancelled
562,388,2024-12-21 06:56:00,15,17,18,86,1787.39,cod,delivered
563,470,2024-10-05 22:38:00,10,7,1,17,2594.53,prepaid,delivered
564,99,2024-03-03 06:29:00,10,5,17,16,2594.91,cod,delivered
565,402,2024-04-18 21:08:00,10,12,32,10,223.61,cod,delivered
566,494,2024-10-12 13:41:00,10,3,6,141,96.29,prepaid,cancelled
567,436,2024-06-07 10:34:00,10,16,9,79,1203.34,cod,delivered
568,340,2024-03-14 23:06:00,20,18,1,5,2534.28,cod,delivered
569,135,2024-04-28 21:32:00,10,9,8,148,574.46,cod,delivered
570,262,2024-11-29 07:22:00,20,19,33,46,3042.26,prepaid,delivered
571,240,2024-04-18 00:48:00,10,9,32,99,2390.37,prepaid,delivered
572,242,2024-05-18 21:28:00,15,16,13,123,821.64,prepaid,delivered
573,267,2024-06-03 08:37:00,10,7,29,133,881.76,prepaid,delivered
574,117,2024-11-11 07:44:00,10,11,18,66,839.0,prepaid,delivered
575,186,2024-04-27 14:21:00,10,17,50,146,2630.55,prepaid,delivered
576,106,2024-05-18 16:28:00,15,14,42,193,805.09,cod,delivered
577,139,2024-03-01 07:55:00,10,6,24,200,1403.07,prepaid,delivered
578,234,2024-08-30 13:30:00,10,3,39,19,512.42,cod,delivered
579,243,2024-05-07 10:27:00,10,14,19,72,779.26,prepaid,delivered
580,383,2024-01-13 05:40:00,10,8,24,51,1052.5,cod,delivered
581,288,2024-02-02 15:04:00,10,5,23,179,333.2,prepaid,delivered
582,370,2024-07-08 20:14:00,10,3,2,19,3467.27,cod,delivered
583,445,2024-02-08 09:32:00,10,6,23,106,1424.5,prepaid,delivered
584,399,2024-02-09 13:35:00,10,18,49,51,1629.02,cod,delivered
585,425,2024-07-14 15:38:00,10,12,3,72,2561.31,cod,delivered
586,178,2024-11-16 22:36:00,15,16,25,69,1207.98,cod,delivered
587,476,2024-03-14 03:51:00,10,9,47,25,2015.76,prepaid,delivered
588,471,2024-04-12 00:35:00,15,15,22,184,1043.07,prepaid,cancelled
589,105,2024-04-17 16:20:00,10,10,35,10,1577.36,prepaid,cancelled
590,140,2024-03-27 03:53:00,10,23,31,10,1034.52,cod,delivered
591,177,2024-10-26 00:27:00,15,17,34,74,1828.97,cod,delivered
592,161,2024-09-28 13:21:00,10,8,15,75,1653.32,cod,delivered
593,206,2024-01-20 05:13:00,10,18,44,157,533.72,cod,delivered
594,67,2024-01-15 09:51:00,15,11,48,195,1188.58,prepaid,delivered
595,302,2024-05-06 15:40:00,10,15,33,154,1942.82,prepaid,delivered
596,275,2024-05-23 07:25:00,10,7,6,78,351.45,cod,delivered
597,455,2024-11-10 22:35:00,10,14,47,139,1399.57,cod,delivered
598,22,2024-12-21 20:54:00,10,4,18,109,2858.66,cod,delivered
599,294,2024-10-13 18:35:00,15,12,31,123,795.85,cod,delivered
600,303,2024-05-20 19:41:00,20,17,48,183,1031.94,cod,delivered
601,462,2024-10-17 12:22:00,10,8,34,183,2414.37,cod,delivered
602,97,2024-03-19 07:44:00,10,15,23,162,1436.0,cod,delivered
603,249,2024-12-15 09:25:00,10,9,18,142,2147.78,prepaid,delivered
604,33,2024-10-20 06:38:00,15,15,6,70,1465.28,cod,delivered
605,313,2024-01-28 17:37:00,15,13,19,166,2099.6,cod,delivered
606,318,2024-07-14 16:28:00,15,6,38,123,1549.1,cod,delivered
607,419,2024-03-21 09:30:00,10,15,46,29,63.42,prepaid,delivered
608,374,2024-06-11 05:55:00,10,9,39,57,1626.31,cod,delivered
609,69,2024-08-30 11:46:00,15,7,23,16,418.97,prepaid,delivered
610,31,2024-04-23 05:03:00,15,15,40,185,2386.01,cod,delivered
611,280,2024-03-21 21:49:00,10,12,20,148,1507.4,cod,delivered
612,256,2024-12-28 02:57:00,15,8,20,81,934.55,cod,delivered
613,99,2024-06-04 16:29:00,15,7,13,162,1939.39,cod,delivered
614,482,2024-12-26 11:06:00,10,3,42,64,849.76,cod,delivered
615,240,2024-11-09 17:21:00,15,15,18,115,2279.19,cod,delivered
616,225,2024-01-04 14:56:00,15,14,12,37,563.6,prepaid,delivered
617,439,2024-08-08 21:48:00,10,4,18,38,3692.41,prepaid,delivered
618,61,2024-12-06 03:23:00,10,8,18,174,947.86,prepaid,delivered
619,237,2024-12-04 13:38:00,15,28,7,58,249.58,prepaid,delivered
620,254,2024-07-26 01:52:00,10,26,36,1,299.36,cod,delivered
621,286,2024-02-14 20:54:00,10,17,28,57,700.61,prepaid,delivered
622,131,2024-09-16 16:11:00,10,17,6,80,1377.4,prepaid,delivered
623,159,2024-10-05 10:40:00,20,26,4,103,748.73,cod,delivered
624,482,2024-12-16 06:03:00,15,16,32,45,1268.68,prepaid,delivered
625,427,2024-02-26 01:13:00,10,6,42,167,590.86,prepaid,delivered
626,222,2024-09-13 15:44:00,15,15,11,34,1149.54,prepaid,delivered
627,35,2024-04-15 22:42:00,10,11,10,186,676.16,prepaid,delivered
628,482,2024-07-14 07:13:00,10,10,42,71,4394.83,cod,cancelled
629,381,2024-05-14 15:14:00,10,10,2,145,1401.74,cod,delivered
630,358,2024-08-06 08:21:00,10,14,27,194,1665.25,cod,cancelled
631,174,2024-01-30 11:12:00,15,24,47,159,30.39,cod,delivered
632,324,2024-01-04 12:30:00,10,14,33,46,1131.67,prepaid,delivered
633,168,2024-08-02 16:53:00,20,29,33,61,351.45,cod,delivered
634,361,2024-06-24 11:18:00,10,7,39,30,2219.51,cod,delivered
635,200,2024-04-14 00:41:00,20,21,5,50,1878.7,cod,delivered
636,452,2024-09-20 06:51:00,20,17,18,96,740.23,cod,delivered
637,455,2024-06-26 21:09:00,10,7,34,159,1105.82,cod,delivered
638,276,2024-04-29 23:37:00,10,16,50,84,1385.89,prepaid,delivered
639,345,2024-09-15 00:37:00,10,15,32,172,706.7,cod,delivered
640,348,2024-04-29 17:07:00,10,7,6,144,1418.03,cod,returned
641,326,2024-01-20 17:45:00,10,6,31,156,3263.36,prepaid,delivered
642,468,2024-05-05 05:31:00,15,17,10,115,1381.26,prepaid,delivered
643,458,2024-06-25 00:59:00,20,23,3,108,2358.19,cod,delivered
644,13,2024-06-07 07:58:00,10,5,39,64,2643.57,cod,delivered
645,449,2024-12-22 22:51:00,10,11,15,31,641.92,prepaid,delivered
646,40,2024-12-19 04:50:00,10,11,35,38,4027.2,prepaid,delivered
647,196,2024-11-12 19:34:00,10,13,13,108,851.98,cod,delivered
648,266,2024-09-01 05:44:00,15,15,25,124,1823.84,cod,delivered
649,120,2024-07-16 01:59:00,15,26,23,27,471.5,cod,delivered
650,482,2024-07-29 15:25:00,15,15,18,198,685.72,cod,delivered
651,243,2024-02-29 22:51:00,10,5,49,123,2260.18,cod,delivered
652,124,2024-09-06 23:00:00,15,12,19,5,1761.95,cod,delivered
653,95,2024-04-19 19:02:00,15,15,45,173,1226.04,prepaid,delivered
654,278,2024-07-11 15:50:00,10,11,35,77,700.17,prepaid,delivered
655,118,2024-07-17 20:57:00,20,14,42,164,1241.18,cod,returned
656,58,2024-02-15 15:30:00,15,3,18,118,630.89,prepaid,delivered
657,400,2024-06-15 10:57:00,20,15,39,77,928.57,cod,delivered
658,204,2024-02-04 09:53:00,10,3,4,131,1062.6,cod,delivered
659,61,2024-06-24 00:05:00,10,10,32,108,1653.69,prepaid,delivered
660,144,2024-05-07 19:20:00,15,22,4,156,804.4,cod,delivered
661,472,2024-10-24 19:30:00,10,5,19,13,851.03,cod,delivered
662,87,2024-12-21 09:07:00,15,24,37,7,404.75,prepaid,delivered
663,238,2024-07-16 18:04:00,10,3,25,160,468.82,prepaid,delivered
664,267,2024-08-21 12:59:00,10,11,46,131,728.08,prepaid,delivered
665,58,2024-02-21 06:53:00,10,12,18,56,2869.29,cod,delivered
666,327,2024-06-12 01:28:00,10,11,34,174,2084.72,prepaid,delivered
667,406,2024-08-29 11:58:00,10,5,21,175,879.77,cod,delivered
668,372,2024-06-22 20:58:00,10,8,39,52,1919.69,prepaid,delivered
669,103,2024-09-04 22:47:00,20,25,49,197,549.05,prepaid,delivered
670,4,2024-09-07 07:00:00,10,8,24,98,1185.35,prepaid,cancelled
671,414,2024-02-28 07:52:00,15,25,18,191,2407.05,prepaid,delivered
672,2,2024-08-17 08:24:00,20,29,27,18,551.29,cod,delivered
673,43,2024-08-30 22:05:00,10,12,9,23,220.45,cod,delivered
674,311,2024-02-16 09:55:00,20,19,20,192,291.48,prepaid,delivered
675,309,2024-10-26 15:21:00,10,10,32,196,1085.14,cod,delivered
676,396,2024-12-25 14:10:00,10,7,31,62,2761.77,cod,delivered
677,303,2024-06-29 23:48:00,10,13,23,173,2006.8,prepaid,delivered
678,81,2024-07-19 08:28:00,10,12,7,106,1606.1,cod,delivered
679,447,2024-04-09 17:16:00,15,23,50,146,1347.61,cod,delivered
680,32,2024-03-10 02:07:00,10,3,16,86,221.59,prepaid,cancelled
681,111,2024-05-15 05:24:00,10,3,20,32,384.11,prepaid,delivered
682,284,2024-06-11 02:47:00,10,8,9,1,2663.95,prepaid,delivered
683,92,2024-09-13 14:02:00,10,8,4,132,713.8,cod,delivered
684,16,2024-06-05 13:59:00,15,19,15,113,196.96,prepaid,delivered
685,113,2024-01-13 18:37:00,15,24,25,97,1477.26,prepaid,delivered
686,56,2024-11-05 12:13:00,15,9,21,191,1783.95,cod,delivered
687,412,2024-08-06 10:34:00,15,8,37,20,1893.18,cod,delivered
688,220,2024-08-02 04:23:00,15,10,20,139,773.02,prepaid,delivered
689,278,2024-01-21 08:23:00,10,11,35,80,44.76,cod,delivered
690,46,2024-11-07 18:16:00,15,10,32,76,828.16,cod,delivered
691,396,2024-07-31 23:41:00,20,26,45,106,951.94,prepaid,delivered
692,370,2024-02-28 19:17:00,10,13,30,196,695.7,cod,delivered
693,36,2024-01-30 04:53:00,10,3,48,194,1588.19,cod,delivered
694,53,2024-01-08 06:22:00,15,14,26,108,1135.62,prepaid,delivered
695,252,2024-03-31 22:05:00,15,9,32,91,1179.69,cod,delivered
696,125,2024-08-30 05:33:00,10,10,2,116,43.61,prepaid,delivered
697,375,2024-07-19 15:12:00,10,13,16,133,1962.08,prepaid,delivered
698,298,2024-12-24 12:18:00,15,19,39,156,1768.46,prepaid,delivered
699,131,2024-10-17 19:10:00,10,10,9,193,1970.1,prepaid,delivered
700,455,2024-01-05 04:35:00,10,3,47,161,2556.07,prepaid,cancelled
701,24,2024-07-07 16:46:00,10,3,9,134,853.78,cod,delivered
702,341,2024-11-30 11:00:00,15,11,2,26,1298.45,cod,delivered
703,34,2024-09-18 19:23:00,10,3,2,83,1005.71,prepaid,delivered
704,74,2024-10-09 01:31:00,10,10,25,37,471.5,prepaid,delivered
705,413,2024-03-11 09:28:00,15,11,6,114,1254.5,prepaid,delivered
706,359,2024-08-09 04:01:00,10,6,16,141,2623.39,cod,delivered
707,133,2024-03-29 00:22:00,15,17,24,145,1154.46,cod,delivered
708,299,2024-09-29 17:07:00,10,8,39,79,2205.87,cod,delivered
709,25,2024-11-30 01:51:00,15,12,24,175,988.12,cod,returned
710,265,2024-08-14 08:03:00,10,8,44,56,1813.88,cod,delivered
711,197,2024-02-12 14:33:00,15,19,25,148,1040.76,prepaid,delivered
712,499,2024-05-11 23:09:00,10,8,38,163,1715.68,cod,delivered
713,334,2024-06-20 04:18:00,15,7,15,129,1085.8,cod,cancelled
714,253,2024-01-17 00:48:00,10,13,3,25,2714.99,prepaid,delivered
715,145,2024-07-30 03:01:00,20,15,6,66,401.7,cod,delivered
716,447,2024-07-31 12:31:00,10,10,44,40,1074.04,cod,delivered
717,91,2024-04-09 07:09:00,20,11,46,161,702.9,cod,delivered
718,422,2024-04-13 03:53:00,10,3,14,54,2024.71,cod,delivered
719,194,2024-12-03 21:18:00,15,15,39,119,2088.4,cod,delivered
720,430,2024-03-21 18:34:00,10,10,18,90,2025.16,prepaid,delivered
721,71,2024-11-05 04:13:00,10,8,9,36,3753.18,cod,delivered
722,382,2024-01-23 12:41:00,15,15,20,89,1192.93,prepaid,delivered
723,209,2024-09-03 11:24:00,10,15,16,18,418.32,prepaid,cancelled
724,70,2024-11-19 00:18:00,20,11,38,131,2105.62,cod,delivered
725,469,2024-01-22 16:24:00,10,12,5,103,2339.82,cod,delivered
726,275,2024-10-05 08:58:00,10,12,39,87,1186.37,prepaid,delivered
727,164,2024-11-22 19:20:00,10,22,22,56,836.05,prepaid,delivered
728,154,2024-04-12 17:12:00,10,9,20,184,2317.33,prepaid,delivered
729,131,2024-04-17 17:55:00,20,25,6,138,1208.18,prepaid,delivered
730,88,2024-03-16 01:38:00,10,20,32,54,1264.57,cod,delivered
731,419,2024-03-13 22:01:00,15,7,38,68,46.22,prepaid,delivered
732,134,2024-05-09 02:10:00,20,28,33,12,953.32,cod,delivered
733,371,2024-08-26 22:34:00,10,9,36,7,2775.98,cod,delivered
734,404,2024-02-17 07:51:00,10,22,19,97,1203.74,prepaid,delivered
735,490,2024-08-19 22:05:00,10,15,12,91,1949.77,prepaid,delivered
736,377,2024-05-12 11:03:00,10,3,9,133,622.15,cod,delivered
737,386,2024-12-07 13:38:00,10,11,29,59,1431.31,prepaid,delivered
738,435,2024-03-05 03:55:00,15,13,50,93,672.72,cod,delivered
