order_item_id,order_id,product_id,add_to_cart_order,quantity,item_price
996,394,34,4,1,348.57
997,395,31,9,1,351.45
998,395,96,5,1,576.53
999,396,180,5,1,150.75
1000,397,120,6,1,856.35
1001,397,3,2,1,881.76
1002,397,8,1,2,561.44
1003,397,88,7,1,761.38
1004,397,42,1,1,836.17
1005,398,102,10,2,221.59
1006,398,90,4,1,941.15
1007,399,185,9,1,928.57
1008,399,158,5,1,703.85
1009,400,118,10,1,176.49
1010,400,85,3,1,951.36
1011,400,182,4,1,485.06
1012,401,118,4,1,176.49
1013,401,77,4,1,209.16
1014,401,25,6,2,949.14
1015,401,22,4,2,566.74
1016,401,74,5,1,728.08
1017,402,106,8,1,609.75
1018,402,4,1,1,451.12
1019,403,137,3,1,163.62
1020,403,156,5,1,220.45
1021,404,89,10,1,476.64
1022,404,37,9,1,719.01
1023,404,147,6,1,418.97
1024,405,131,10,1,903.88
1025,406,168,8,2,291.48
1026,406,92,10,1,421.64
1027,407,131,4,1,903.88
1028,407,120,8,1,856.35
1029,408,99,10,1,22.5
1030,408,132,4,1,543.86
1031,409,174,8,1,32.87
1032,410,4,4,1,451.12
1033,410,11,4,1,254.0
1034,410,114,1,1,270.9
1035,410,172,7,1,43.23
1036,411,8,10,2,561.44
1037,411,41,2,1,687.18
1038,412,27,6,1,468.82
1039,412,192,3,1,972.53
1040,412,112,8,1,549.05
1041,412,44,10,1,558.26
1042,413,93,9,1,394.77
1043,413,121,3,1,207.99
1044,414,17,4,1,597.23
1045,414,30,7,1,342.05
1046,415,179,1,1,415.56
1047,415,175,9,1,864.68
1048,415,53,6,1,828.48
1049,416,49,10,2,634.51
1050,416,152,4,1,128.5
1051,416,36,10,1,502.46
1052,417,120,1,1,856.35
1053,417,130,4,1,238.03
1054,418,98,2,1,997.93
1055,418,184,10,2,354.38
1056,418,165,4,1,540.1
1057,418,5,4,1,103.58
1058,419,108,2,1,748.66
1059,420,83,4,1,583.21
1060,420,13,2,1,519.86
1061,420,34,6,1,348.57
1062,421,17,6,1,597.23
1063,421,79,6,1,968.01
1064,421,18,6,1,770.74
1065,421,93,9,1,394.77
1066,422,88,6,1,761.38
1067,422,77,4,1,209.16
1068,423,66,2,1,243.63
1069,424,69,4,1,361.1
1070,424,1,3,1,151.01
1071,424,17,1,1,597.23
1072,424,40,8,1,630.89
1073,425,90,6,1,941.15
1074,425,150,8,1,419.5
1075,425,84,4,1,365.63
1076,425,6,4,2,38.87
1077,425,81,4,2,244.06
1078,426,113,1,1,574.77
1079,426,183,3,1,113.28
1080,426,120,1,1,856.35
1081,426,135,4,1,703.94
1082,427,145,8,1,779.15
1083,427,71,10,1,23.43
1084,427,168,5,1,291.48
1085,428,3,7,2,881.76
1086,428,99,5,1,22.5
1087,428,46,3,2,43.61
1088,428,72,6,1,810.01
1089,428,86,5,2,46.22
1090,429,172,4,1,43.23
1091,430,72,9,1,810.01
1092,431,90,3,1,941.15
1093,431,133,9,2,985.17
1094,431,72,3,1,810.01
1095,432,56,10,1,166.6
1096,432,32,8,1,291.3
1097,432,133,8,1,985.17
1098,433,101,2,1,672.2
1099,434,49,10,2,634.51
1100,434,116,10,1,947.86
1101,434,27,1,1,468.82
1102,435,165,6,1,540.1
1103,435,21,1,1,794.38
1104,436,115,9,1,987.09
1105,436,35,4,2,855.57
1106,437,117,5,2,312.78
1107,437,133,7,1,985.17
1108,437,53,10,1,828.48
1109,437,4,7,1,451.12
1110,438,156,9,1,220.45
1111,438,61,1,1,909.57
1112,439,121,6,1,207.99
1113,439,139,1,2,821.64
1114,440,130,7,1,238.03
1115,440,32,5,1,291.3
1116,441,80,2,1,63.36
1117,441,58,5,1,754.99
1118,441,36,5,1,502.46
1119,441,99,1,1,22.5
1120,442,117,5,1,312.78
1121,443,16,2,2,38.83
1122,443,37,8,1,719.01
1123,443,152,2,1,128.5
1124,444,124,3,1,574.46
1125,444,82,6,2,585.62
1126,445,91,1,1,193.0
1127,445,162,10,1,418.29
1128,446,120,4,1,856.35
1129,447,5,10,1,103.58
1130,448,65,4,1,628.22
1131,448,44,2,2,558.26
1132,449,105,7,1,365.85
1133,449,77,7,1,209.16
1134,450,156,2,1,220.45
1135,450,198,7,1,536.27
1136,450,86,9,1,46.22
1137,451,43,7,1,763.31
1138,451,81,6,2,244.06
1139,452,74,4,1,728.08
1140,452,116,10,1,947.86
1141,452,112,10,2,549.05
1142,452,59,8,2,302.4
1143,452,200,6,1,397.96
1144,453,68,4,1,836.16
1145,454,49,1,2,634.51
1146,454,55,1,1,809.77
1147,455,22,10,1,566.74
1148,455,89,2,1,476.64
1149,455,30,10,1,342.05
1150,455,176,4,1,278.96
1151,455,153,7,2,263.0
1152,456,62,5,1,75.44
1153,456,184,1,1,354.38
1154,456,140,9,1,953.32
1155,457,12,4,1,200.18
1156,457,71,6,1,23.43
1157,457,84,6,1,365.63
1158,458,134,7,1,797.28
1159,458,125,2,2,607.71
1160,458,84,4,1,365.63
1161,458,192,3,2,972.53
1162,458,76,6,1,489.36
1163,459,176,6,1,278.96
1164,459,22,5,1,566.74
1165,460,96,6,1,576.53
1166,460,106,7,1,609.75
1167,460,60,1,1,478.08
1168,460,10,3,1,981.04
1169,461,84,1,1,365.63
1170,461,24,6,1,555.4
1171,462,173,9,2,180.34
1172,462,196,8,1,86.58
1173,462,59,10,1,302.4
1174,463,61,9,1,909.57
1175,463,88,4,1,761.38
1176,464,165,6,2,540.1
1177,464,200,6,1,397.96
1178,465,30,8,1,342.05
1179,465,118,10,2,176.49
1180,466,117,8,1,312.78
1181,466,43,4,1,763.31
1182,466,200,1,2,397.96
1183,466,42,1,2,836.17
1184,466,115,2,1,987.09
1185,467,120,7,1,856.35
1186,467,35,1,1,855.57
1187,468,150,1,1,419.5
1188,469,88,7,1,761.38
1189,469,135,1,2,703.94
1190,470,125,8,1,607.71
1191,471,56,6,1,166.6
1192,471,45,5,1,541.25
1193,472,75,5,1,166.93
1194,472,123,7,1,402.2
1195,473,126,5,1,414.87
1196,473,106,8,1,609.75
1197,474,167,6,1,601.08
1198,474,141,10,1,644.15
1199,475,113,3,1,574.77
1200,475,189,2,1,169.27
1201,475,195,7,1,63.42
1202,475,74,7,1,728.08
1203,476,1,9,1,151.01
1204,476,49,6,1,634.51
1205,477,101,2,1,672.2
1206,477,90,5,1,941.15
1207,478,58,2,1,754.99
1208,478,6,5,1,38.87
1209,479,85,4,1,951.36
1210,480,76,4,1,489.36
1211,480,127,8,1,221.45
1212,481,73,9,1,53.67
1213,481,157,3,1,513.34
1214,481,95,7,1,196.96
1215,482,177,7,1,311.18
1216,482,77,2,1,209.16
1217,483,119,9,1,40.27
1218,483,57,7,1,745.42
1219,484,15,5,1,722.34
1220,484,54,6,1,23.5
1221,485,65,3,2,628.22
1222,485,92,6,1,421.64
1223,486,85,5,1,951.36
1224,486,174,5,1,32.87
1225,486,2,1,2,386.09
1226,487,37,9,1,719.01
1227,487,31,6,2,351.45
1228,488,170,1,1,203.94
1229,489,169,1,1,698.16
1230,489,5,8,1,103.58
1231,489,197,9,1,930.21
1232,489,151,9,1,653.16
1233,490,186,9,1,896.45
1234,490,113,10,1,574.77
1235,491,32,10,1,291.3
1236,492,60,6,1,478.08
1237,492,164,7,1,532.51
1238,492,198,3,1,536.27
1239,492,69,5,1,361.1
1240,493,79,9,1,968.01
1241,493,7,6,2,736.9
1242,493,134,9,1,797.28
1243,494,174,6,1,32.87
1244,494,162,5,1,418.29
1245,494,142,10,1,974.97
1246,494,2,10,1,386.09
1247,495,124,8,1,574.46
1248,495,7,8,2,736.9
1249,495,180,4,1,150.75
1250,495,146,9,1,110.58
1251,496,16,3,1,38.83
1252,496,74,6,1,728.08
1253,496,119,10,1,40.27
1254,497,44,6,1,558.26
1255,497,102,10,1,221.59
1256,497,124,6,1,574.46
1257,497,28,1,1,30.39
1258,498,152,8,1,128.5
1259,498,66,3,1,243.63
1260,498,194,3,1,184.42
1261,498,189,10,1,169.27
1262,498,108,3,1,748.66
1263,499,184,10,1,354.38
1264,499,158,2,1,703.85
1265,499,134,10,2,797.28
1266,500,90,6,1,941.15
1267,501,193,10,1,536.84
1268,501,31,9,1,351.45
1269,501,35,2,1,855.57
1270,501,195,7,1,63.42
1271,501,47,9,1,432.53
1272,502,39,9,1,894.98
1273,502,16,8,1,38.83
1274,502,198,8,1,536.27
1275,502,58,10,1,754.99
1276,503,113,3,1,574.77
1277,503,191,1,1,333.59
1278,504,20,5,1,634.46
1279,504,160,3,2,564.03
1280,505,13,9,1,519.86
1281,505,66,2,1,243.63
1282,505,137,3,1,163.62
1283,506,115,7,2,987.09
1284,506,47,10,1,432.53
1285,506,19,10,1,422.3
1286,506,59,2,1,302.4
1287,507,168,2,1,291.48
1288,507,170,8,1,203.94
1289,507,94,8,1,533.58
1290,508,152,1,1,128.5
1291,508,45,5,2,541.25
1292,509,78,6,1,708.19
1293,509,29,6,1,437.82
1294,509,110,4,1,512.42
1295,509,127,8,2,221.45
1296,509,88,1,2,761.38
1297,510,162,3,2,418.29
1298,510,130,6,1,238.03
1299,511,109,5,1,720.82
1300,511,76,6,2,489.36
1301,511,130,9,1,238.03
1302,512,50,3,1,123.14
1303,512,64,10,2,471.5
1304,513,103,1,1,275.16
1305,514,161,1,1,988.03
1306,514,132,7,1,543.86
1307,514,42,8,2,836.17
1308,514,196,5,1,86.58
1309,515,21,9,1,794.38
1310,515,101,6,1,672.2
1311,516,151,8,1,653.16
1312,516,57,7,1,745.42
1313,516,14,1,1,719.07
1314,517,61,7,1,909.57
1315,517,32,9,1,291.3
1316,518,90,10,1,941.15
1317,518,171,10,1,582.55
1318,519,175,7,1,864.68
1319,519,36,7,1,502.46
1320,520,68,10,1,836.16
1321,521,69,5,1,361.1
1322,521,124,5,1,574.46
1323,521,76,5,1,489.36
1324,521,110,10,1,512.42
1325,521,79,7,1,968.01
1326,522,147,5,1,418.97
1327,522,113,7,2,574.77
1328,522,156,1,1,220.45
1329,522,163,7,1,336.41
1330,523,109,9,1,720.82
1331,523,130,3,1,238.03
1332,524,166,2,1,86.54
1333,524,139,7,1,821.64
1334,525,54,5,1,23.5
1335,525,115,4,1,987.09
1336,525,108,9,1,748.66
1337,526,118,2,2,176.49
1338,526,132,10,1,543.86
1339,527,17,4,1,597.23
1340,528,145,3,1,779.15
1341,528,149,10,2,451.03
1342,529,90,1,1,941.15
1343,529,58,1,2,754.99
1344,529,108,10,1,748.66
1345,529,35,6,1,855.57
1346,530,58,8,2,754.99
1347,530,166,4,1,86.54
1348,530,35,1,1,855.57
1349,530,188,6,1,349.31
1350,531,17,3,1,597.23
1351,531,199,7,1,476.86
1352,532,122,8,1,596.04
1353,532,105,2,1,365.85
1354,533,181,3,1,189.96
1355,533,173,9,1,180.34
1356,534,57,10,1,745.42
1357,534,190,10,1,247.15
1358,534,107,6,1,249.58
1359,535,174,9,1,32.87
1360,535,83,10,1,583.21
1361,535,5,7,2,103.58
1362,535,141,1,1,644.15
1363,536,166,9,1,86.54
1364,536,152,1,1,128.5
1365,537,76,2,1,489.36
1366,537,154,4,1,401.7
1367,538,143,2,1,358.03
1368,539,161,1,1,988.03
1369,539,135,9,1,703.94
1370,540,28,3,1,30.39
1371,541,130,5,1,238.03
1372,541,88,9,1,761.38
1373,541,42,10,1,836.17
1374,541,112,9,1,549.05
1375,542,192,6,1,972.53
1376,542,129,9,1,686.74
1377,543,28,8,1,30.39
1378,543,157,9,1,513.34
1379,543,192,2,2,972.53
1380,543,73,4,1,53.67
1381,544,20,5,2,634.46
1382,544,178,6,1,457.92
1383,545,184,6,1,354.38
1384,545,136,1,2,855.45
1385,545,199,6,2,476.86
1386,545,64,8,1,471.5
1387,546,145,2,1,779.15
1388,546,58,6,1,754.99
1389,547,153,8,1,263.0
1390,547,111,3,1,320.27
1391,547,6,4,1,38.87
1392,547,83,6,1,583.21
1393,548,59,10,1,302.4
1394,548,190,8,1,247.15
1395,548,158,5,2,703.85
1396,549,163,7,1,336.41
1397,549,188,3,1,349.31
1398,550,188,4,2,349.31
1399,550,163,9,1,336.41
1400,550,18,5,1,770.74
1401,551,113,8,1,574.77
1402,552,114,3,1,270.9
1403,552,123,8,1,402.2
1404,553,137,1,2,163.62
1405,553,94,7,1,533.58
1406,553,131,6,1,903.88
1407,554,150,2,1,419.5
1408,554,23,1,1,580.85
1409,554,185,9,1,928.57
1410,555,148,10,2,953.55
1411,556,139,7,2,821.64
1412,556,9,7,1,44.76
1413,557,151,2,1,653.16
1414,557,162,3,2,418.29
1415,558,13,2,2,519.86
1416,559,155,2,1,765.69
1417,560,98,10,2,997.93
1418,560,28,3,2,30.39
1419,560,126,3,1,414.87
1420,561,140,9,2,953.32
1421,561,157,8,1,513.34
1422,562,47,9,2,432.53
1423,562,156,1,2,220.45
1424,562,29,7,1,437.82
1425,562,46,10,1,43.61
1426,563,181,9,1,189.96
1427,563,55,7,1,809.77
1428,563,115,1,1,987.09
1429,563,125,6,1,607.71
1430,564,18,8,2,770.74
1431,564,20,1,1,634.46
1432,564,147,1,1,418.97
1433,565,71,2,1,23.43
1434,565,12,8,1,200.18
1435,566,195,4,1,63.42
1436,566,174,4,1,32.87
1437,567,178,1,1,457.92
1438,567,57,8,1,745.42
1439,568,61,7,2,909.57
1440,568,70,2,1,715.14
1441,569,124,5,1,574.46
1442,570,164,8,1,532.51
1443,570,87,7,2,928.89
1444,570,26,3,1,651.97
1445,571,185,4,1,928.57
1446,571,176,5,2,278.96
1447,571,131,6,1,903.88
1448,572,139,9,1,821.64
1449,573,3,4,1,881.76
1450,574,150,2,2,419.5
1451,575,182,7,1,485.06
1452,575,159,2,2,608.3
1453,575,87,9,1,928.89
1454,576,64,7,1,471.5
1455,576,191,8,1,333.59
1456,577,104,5,1,529.65
1457,577,19,1,1,422.3
1458,577,4,8,1,451.12
1459,578,110,5,1,512.42
1460,579,95,5,1,196.96
1461,579,100,6,2,291.15
1462,580,132,8,1,543.86
1463,580,127,3,2,221.45
1464,580,174,10,2,32.87
1465,581,56,5,2,166.6
1466,582,186,8,2,896.45
1467,582,148,4,1,953.55
1468,582,109,9,1,720.82
1469,583,116,8,1,947.86
1470,583,89,6,1,476.64
1471,584,139,9,1,821.64
1472,584,33,8,1,155.41
1473,584,26,2,1,651.97
1474,585,144,3,1,100.69
1475,585,84,3,2,365.63
1476,585,175,8,2,864.68
1477,586,126,5,1,414.87
1478,586,81,7,1,244.06
1479,586,112,4,1,549.05
1480,587,58,9,1,754.99
1481,587,43,10,1,763.31
1482,587,33,5,1,155.41
1483,587,30,8,1,342.05
1484,588,144,3,1,100.69
1485,588,96,2,1,576.53
1486,588,105,1,1,365.85
1487,589,159,1,1,608.3
1488,589,114,8,1,270.9
1489,589,169,9,1,698.16
1490,590,122,3,1,596.04
1491,590,99,9,1,22.5
1492,590,121,8,2,207.99
1493,591,186,2,1,896.45
1494,591,83,9,1,583.21
1495,591,188,8,1,349.31
1496,592,103,10,1,275.16
1497,592,147,8,2,418.97
1498,592,199,6,1,476.86
1499,592,80,9,1,63.36
1500,593,117,2,1,312.78
1501,593,86,10,2,46.22
1502,593,152,4,1,128.5
1503,594,48,8,1,773.02
1504,594,179,9,1,415.56
1505,595,27,3,1,468.82
1506,595,58,9,1,754.99
1507,595,37,7,1,719.01
1508,596,31,5,1,351.45
1509,597,70,3,1,715.14
1510,597,5,6,1,103.58
1511,597,23,5,1,580.85
1512,598,27,2,1,468.82
1513,598,141,10,1,644.15
1514,598,35,1,1,855.57
1515,598,107,9,1,249.58
1516,598,111,2,2,320.27
1517,599,143,10,1,358.03
1518,599,29,3,1,437.82
1519,600,118,2,1,176.49
1520,600,136,8,1,855.45
1521,601,43,1,1,763.31
1522,601,76,2,1,489.36
1523,601,23,2,2,580.85
1524,602,171,8,2,582.55
1525,602,114,2,1,270.9
1526,603,129,10,1,686.74
1527,603,150,3,1,419.5
1528,603,98,7,1,997.93
1529,603,46,1,1,43.61
1530,604,157,6,1,513.34
1531,604,128,9,1,951.94
1532,605,35,4,1,855.57
1533,605,15,1,1,722.34
1534,605,60,8,1,478.08
1535,605,46,8,1,43.61
1536,606,170,10,2,203.94
1537,606,44,3,1,558.26
1538,606,168,10,2,291.48
1539,607,195,8,1,63.42
1540,608,18,8,1,770.74
1541,608,35,5,1,855.57
1542,609,147,6,1,418.97
1543,610,39,9,2,894.98
1544,610,11,9,1,254.0
1545,610,30,5,1,342.05
1546,611,44,1,1,558.26
1547,611,25,8,1,949.14
1548,612,13,2,1,519.86
1549,612,156,6,1,220.45
1550,612,33,5,1,155.41
1551,612,16,6,1,38.83
1552,613,45,1,1,541.25
1553,613,12,5,1,200.18
1554,613,62,5,1,75.44
1555,613,154,7,1,401.7
1556,613,109,8,1,720.82
1557,614,52,2,1,849.76
1558,615,13,10,1,519.86
1559,615,135,4,2,703.94
1560,615,31,2,1,351.45
1561,616,165,4,1,540.1
1562,616,54,8,1,23.5
1563,617,147,2,1,418.97
1564,617,142,4,2,974.97
1565,617,115,2,1,987.09
1566,617,163,8,1,336.41
1567,618,116,2,1,947.86
1568,619,107,10,1,249.58
1569,620,130,7,1,238.03
1570,620,16,6,1,38.83
1571,620,99,9,1,22.5
1572,621,149,7,1,451.03
1573,621,107,6,1,249.58
1574,622,24,1,1,555.4
1575,622,92,6,1,421.64
1576,622,12,2,2,200.18
1577,623,126,3,1,414.87
1578,623,75,8,2,166.93
1579,624,77,4,1,209.16
1580,624,182,6,1,485.06
1581,624,124,4,1,574.46
1582,625,132,6,1,543.86
1583,625,54,3,2,23.5
1584,626,113,1,2,574.77
1585,627,47,1,1,432.53
1586,627,66,4,1,243.63
1587,628,129,6,1,686.74
1588,628,178,4,1,457.92
1589,628,57,8,2,745.42
1590,628,131,8,1,903.88
1591,628,136,3,1,855.45
1592,629,64,6,1,471.5
1593,629,43,3,1,763.31
1594,629,75,2,1,166.93
1595,630,75,7,1,166.93
1596,630,21,10,1,794.38
1597,630,135,9,1,703.94
1598,631,28,6,1,30.39
1599,632,7,2,1,736.9
1600,632,93,5,1,394.77
1601,633,31,6,1,351.45
1602,634,185,3,1,928.57
1603,634,135,3,1,703.94
1604,634,38,7,1,587.0
1605,635,134,4,1,797.28
1606,635,144,5,1,100.69
1607,635,116,7,1,947.86
1608,635,174,10,1,32.87
1609,636,31,7,1,351.45
1610,636,180,7,1,150.75
1611,636,130,2,1,238.03
1612,637,99,8,1,22.5
1613,637,190,2,1,247.15
1614,637,42,6,1,836.17
1615,638,106,2,1,609.75
1616,638,66,9,1,243.63
1617,638,164,9,1,532.51
1618,639,165,8,1,540.1
1619,639,56,3,1,166.6
1620,640,3,3,1,881.76
1621,640,198,9,1,536.27
1622,641,112,8,1,549.05
1623,641,179,3,2,415.56
1624,641,152,6,2,128.5
1625,641,136,4,1,855.45
1626,641,18,10,1,770.74
1627,642,173,6,2,180.34
1628,642,103,6,1,275.16
1629,642,57,10,1,745.42
1630,643,48,7,2,773.02
1631,643,81,6,2,244.06
1632,643,156,2,1,220.45
1633,643,5,1,1,103.58
1634,644,57,4,1,745.42
1635,644,96,10,1,576.53
1636,644,191,6,1,333.59
1637,644,161,10,1,988.03
1638,645,190,10,1,247.15
1639,645,93,5,1,394.77
1640,646,155,10,2,765.69
1641,646,196,1,1,86.58
1642,646,7,7,1,736.9
1643,646,42,4,2,836.17
1644,647,53,6,1,828.48
1645,647,54,5,1,23.5
1646,648,76,7,1,489.36
1647,648,165,7,1,540.1
1648,648,21,3,1,794.38
1649,649,64,2,1,471.5
1650,650,188,10,1,349.31
1651,650,163,1,1,336.41
1652,651,110,8,1,512.42
1653,651,68,4,2,836.16
1654,651,62,9,1,75.44
1655,652,176,10,1,278.96
1656,652,105,5,1,365.85
1657,652,155,10,1,765.69
1658,652,31,4,1,351.45
1659,653,123,3,2,402.2
1660,653,92,4,1,421.64
1661,654,63,10,1,197.71
1662,654,36,4,1,502.46
1663,655,186,1,1,896.45
1664,655,102,10,1,221.59
1665,655,50,4,1,123.14
1666,656,40,8,1,630.89
1667,657,185,4,1,928.57
1668,658,191,10,2,333.59
1669,658,63,3,2,197.71
1670,659,19,5,1,422.3
1671,659,163,10,1,336.41
1672,659,39,2,1,894.98
1673,660,123,9,2,402.2
1674,661,34,3,1,348.57
1675,661,36,2,1,502.46
1676,662,11,8,1,254.0
1677,662,180,9,1,150.75
1678,663,27,8,1,468.82
1679,664,74,5,1,728.08
1680,665,73,7,1,53.67
1681,665,199,10,1,476.86
1682,665,42,3,1,836.17
1683,665,90,3,1,941.15
1684,665,8,7,1,561.44
1685,666,175,5,1,864.68
1686,666,114,1,1,270.9
1687,666,25,5,1,949.14
1688,667,46,9,1,43.61
1689,667,68,1,1,836.16
1690,668,176,7,1,278.96
1691,668,75,3,1,166.93
1692,668,7,7,2,736.9
1693,669,112,5,1,549.05
1694,670,133,6,1,985.17
1695,670,12,8,1,200.18
1696,671,139,8,2,821.64
1697,671,9,7,1,44.76
1698,671,37,3,1,719.01
1699,672,6,7,1,38.87
1700,672,110,9,1,512.42
1701,673,156,4,1,220.45
1702,674,168,4,1,291.48
1703,675,69,5,1,361.1
1704,675,59,10,1,302.4
1705,675,92,6,1,421.64
1706,676,51,8,1,955.07
1707,676,82,2,1,585.62
1708,676,84,4,1,365.63
1709,676,136,7,1,855.45
1710,677,107,3,1,249.58
1711,677,159,6,1,608.3
1712,677,124,6,2,574.46
1713,678,46,1,1,43.61
1714,678,124,5,1,574.46
1715,678,161,4,1,988.03
1716,679,146,8,1,110.58
1717,679,30,4,1,342.05
1718,679,39,1,1,894.98
1719,680,102,5,1,221.59
1720,681,71,2,1,23.43
1721,681,173,8,2,180.34
1722,682,111,7,1,320.27
1723,682,137,7,1,163.62
1724,682,176,7,1,278.96
1725,682,192,10,1,972.53
1726,682,185,6,1,928.57
1727,683,144,6,2,100.69
1728,683,110,8,1,512.42
1729,684,95,6,1,196.96
1730,685,184,7,1,354.38
1731,685,8,9,2,561.44
1732,686,96,5,2,576.53
1733,686,40,4,1,630.89
1734,687,74,4,1,728.08
1735,687,171,1,2,582.55
1736,688,48,1,1,773.02
1737,689,9,6,1,44.76
1738,690,73,3,2,53.67
1739,690,109,3,1,720.82
1740,691,128,9,1,951.94
1741,692,54,5,1,23.5
1742,692,101,7,1,672.2
1743,693,71,2,1,23.43
1744,693,55,5,1,809.77
1745,693,58,8,1,754.99
1746,694,172,3,1,43.23
1747,694,1,1,1,151.01
1748,694,38,5,1,587.0
1749,694,184,7,1,354.38
1750,695,78,5,1,708.19
1751,695,64,7,1,471.5
1752,696,46,10,1,43.61
1753,697,10,8,2,981.04
1754,698,179,3,1,415.56
1755,698,39,5,1,894.98
1756,698,178,3,1,457.92
1757,699,129,6,1,686.74
1758,699,7,6,1,736.9
1759,699,59,1,1,302.4
1760,699,81,6,1,244.06
1761,700,53,10,1,828.48
1762,700,2,7,1,386.09
1763,700,139,1,1,821.64
1764,700,13,2,1,519.86
1765,701,56,2,1,166.6
1766,701,41,2,1,687.18
1767,702,188,6,1,349.31
1768,702,25,9,1,949.14
1769,703,183,9,2,113.28
1770,703,145,5,1,779.15
1771,704,64,10,1,471.5
1772,705,65,9,1,628.22
1773,705,121,2,1,207.99
1774,705,162,1,1,418.29
1775,706,119,2,1,40.27
1776,706,104,5,1,529.65
1777,706,85,2,2,951.36
1778,706,180,8,1,150.75
1779,707,177,1,1,311.18
1780,707,92,5,2,421.64
1781,708,109,9,2,720.82
1782,708,50,1,1,123.14
1783,708,102,10,1,221.59
1784,708,150,5,1,419.5
1785,709,138,9,1,988.12
1786,710,108,9,1,748.66
1787,710,128,10,1,951.94
1788,710,183,10,1,113.28
1789,711,73,2,1,53.67
1790,711,115,3,1,987.09
1791,712,70,5,1,715.14
1792,712,26,7,1,651.97
1793,712,34,7,1,348.57
1794,713,48,5,1,773.02
1795,713,117,2,1,312.78
1796,714,58,1,1,754.99
1797,714,154,8,1,401.7
1798,714,145,1,2,779.15
1799,715,154,9,1,401.7
1800,716,69,1,1,361.1
1801,716,32,10,1,291.3
1802,716,92,4,1,421.64
1803,717,31,1,2,351.45
1804,718,128,2,1,951.94
1805,718,55,3,1,809.77
1806,718,153,4,1,263.0
1807,719,157,8,2,513.34
1808,719,66,6,2,243.63
1809,719,124,7,1,574.46
1810,720,84,4,1,365.63
1811,720,52,4,1,849.76
1812,720,55,1,1,809.77
1813,721,136,5,1,855.45
1814,721,10,9,1,981.04
1815,721,138,1,1,988.12
1816,721,185,4,1,928.57
1817,722,117,6,1,312.78
1818,722,52,6,1,849.76
1819,722,28,4,1,30.39
1820,723,77,6,2,209.16
1821,724,18,4,1,770.74
1822,724,95,8,1,196.96
1823,724,167,8,1,601.08
1824,724,193,7,1,536.84
1825,725,159,4,1,608.3
1826,725,3,3,1,881.76
1827,725,52,2,1,849.76
1828,726,32,2,1,291.3
1829,726,175,4,1,864.68
1830,726,28,5,1,30.39
1831,727,36,10,1,502.46
1832,727,191,3,1,333.59
1833,728,17,6,1,597.23
1834,728,194,9,2,184.42
1835,728,72,8,1,810.01
1836,728,45,7,1,541.25
1837,729,160,3,1,564.03
1838,729,141,10,1,644.15
1839,730,144,5,1,100.69
1840,730,111,3,1,320.27
1841,730,190,4,2,247.15
1842,730,188,8,1,349.31
1843,731,86,9,1,46.22
1844,732,140,2,1,953.32
1845,733,57,10,1,745.42
1846,733,18,1,1,770.74
1847,733,163,7,2,336.41
1848,733,38,4,1,587.0
1849,734,46,10,2,43.61
1850,734,44,2,2,558.26
1851,735,51,7,1,955.07
1852,735,105,6,2,365.85
1853,735,153,6,1,263.0
1854,736,154,2,1,401.7
1855,736,156,7,1,220.45
1856,737,59,5,1,302.4
1857,737,3,2,1,881.76
1858,737,190,1,1,247.15
1859,738,31,2,1,351.45
1860,738,183,5,1,113.28
1861,738,121,4,1,207.99
1862,739,197,7,1,930.21
1863,740,33,6,2,155.41
1864,741,166,8,1,86.54
1865,741,16,10,1,38.83
1866,742,129,9,1,686.74
1867,742,46,4,1,43.61
1868,743,86,4,1,46.22
1869,743,146,7,1,110.58
1870,743,60,2,1,478.08
1871,744,114,1,1,270.9
1872,744,77,8,2,209.16
1873,744,46,5,1,43.61
1874,744,139,9,1,821.64
1875,745,34,6,1,348.57
1876,745,49,1,1,634.51
1877,745,42,9,1,836.17
1878,746,160,1,1,564.03
1879,746,131,9,1,903.88
1880,746,5,4,1,103.58
1881,747,129,7,2,686.74
1882,748,61,1,1,909.57
1883,748,187,8,1,644.9
1884,748,62,6,2,75.44
1885,748,8,7,2,561.44
1886,749,59,10,1,302.4
1887,749,61,8,1,909.57
1888,750,147,5,2,418.97
1889,750,148,9,2,953.55
1890,750,153,3,2,263.0
1891,750,54,10,2,23.5
1892,751,23,10,1,580.85
1893,752,141,3,1,644.15
1894,752,125,5,1,607.71
1895,752,145,8,1,779.15
1896,752,14,6,2,719.07
1897,753,36,2,1,502.46
1898,753,121,1,1,207.99
1899,753,101,4,1,672.2
1900,753,43,3,1,763.31
1901,754,114,8,1,270.9
1902,755,160,8,2,564.03
1903,755,89,9,1,476.64
1904,756,158,4,1,703.85
1905,756,197,10,1,930.21
1906,756,188,4,1,349.31
1907,757,40,4,1,630.89
1908,757,1,5,1,151.01
1909,757,94,7,1,533.58
1910,757,119,6,1,40.27
1911,758,50,7,1,123.14
1912,758,183,8,1,113.28
1913,759,64,5,1,471.5
1914,759,44,2,1,558.26
1915,760,186,8,1,896.45
1916,760,46,3,1,43.61
1917,760,178,8,1,457.92
1918,760,165,1,1,540.1
1919,760,152,1,1,128.5
1920,761,195,8,1,63.42
1921,761,148,8,1,953.55
1922,761,112,1,2,549.05
1923,762,194,10,1,184.42
1924,762,150,7,1,419.5
1925,763,74,10,1,728.08
1926,763,2,10,1,386.09
